target_id	length	eff_length	est_counts	tpm
ChrUn.fgenesh.mRNA.1	321	126.095	18	0.30287
ChrUn.fgenesh.mRNA.10	2400	2205.09	45	0.0432979
ChrUn.fgenesh.mRNA.11	3456	3261.09	83.6257	0.0544074
ChrUn.fgenesh.mRNA.12	5379	5184.09	82.1668	0.0336283
ChrUn.fgenesh.mRNA.13	645	450.095	13.3449	0.062906
ChrUn.fgenesh.mRNA.14	447	252.095	39	0.328233
ChrUn.fgenesh.mRNA.15	5274	5079.09	30.1656	0.0126011
ChrUn.fgenesh.mRNA.16	4095	3900.09	117.956	0.0641693
ChrUn.fgenesh.mRNA.17	558	363.095	69	0.403191
ChrUn.fgenesh.mRNA.18	354	159.095	0	0
ChrUn.fgenesh.mRNA.19	1608	1413.09	23.3571	0.0350695
ChrUn.fgenesh.mRNA.2	1113	918.095	1	0.00231097
ChrUn.fgenesh.mRNA.20	1803	1608.09	477	0.629344
ChrUn.fgenesh.mRNA.21	2181	1986.09	209.448	0.223747
ChrUn.fgenesh.mRNA.22	540	345.095	3	0.0184444
ChrUn.fgenesh.mRNA.23	2592	2397.09	1	0.000885108
ChrUn.fgenesh.mRNA.24	1062	867.095	15	0.0367034
ChrUn.fgenesh.mRNA.25	441	246.095	29	0.250021
ChrUn.fgenesh.mRNA.26	2763	2568.09	0	0
ChrUn.fgenesh.mRNA.27	3765	3570.09	11	0.00653724
ChrUn.fgenesh.mRNA.28	1491	1296.09	0	0
ChrUn.fgenesh.mRNA.29	2769	2574.09	0	0
ChrUn.fgenesh.mRNA.3	1455	1260.09	10	0.0168375
ChrUn.fgenesh.mRNA.30	1323	1128.09	11.7921	0.0221783
ChrUn.fgenesh.mRNA.31	5544	5349.09	61	0.0241953
ChrUn.fgenesh.mRNA.32	1515	1320.09	597	0.959513
ChrUn.fgenesh.mRNA.33	438	243.095	165	1.44009
ChrUn.fgenesh.mRNA.34	1080	885.095	24	0.0575311
ChrUn.fgenesh.mRNA.35	204	9.0948	0	0
ChrUn.fgenesh.mRNA.36	2337	2142.09	1	0.000990474
ChrUn.fgenesh.mRNA.37	780	585.095	6	0.0217574
ChrUn.fgenesh.mRNA.38	291	96.0948	1	0.0220791
ChrUn.fgenesh.mRNA.39	405	210.095	0	0
ChrUn.fgenesh.mRNA.4	840	645.095	1	0.00328896
ChrUn.fgenesh.mRNA.40	303	108.095	0	0
ChrUn.fgenesh.mRNA.41	279	84.0948	0	0
ChrUn.fgenesh.mRNA.42	2199	2004.09	7	0.00741074
ChrUn.fgenesh.mRNA.43	1209	1014.09	3	0.0062766
ChrUn.fgenesh.mRNA.44	390	195.095	0	0
ChrUn.fgenesh.mRNA.45	1392	1197.09	1299.71	2.30356
ChrUn.fgenesh.mRNA.46	1497	1302.09	799.894	1.30338
ChrUn.fgenesh.mRNA.47	1116	921.095	125	0.28793
ChrUn.fgenesh.mRNA.48	888	693.095	132.457	0.405474
ChrUn.fgenesh.mRNA.49	2007	1812.09	9	0.0105376
ChrUn.fgenesh.mRNA.5	1746	1551.09	1	0.00136787
ChrUn.fgenesh.mRNA.50	183	183	26	0.301442
ChrUn.fgenesh.mRNA.51	5313	5118.09	194	0.080422
ChrUn.fgenesh.mRNA.52	3678	3483.09	386.524	0.235447
ChrUn.fgenesh.mRNA.53	936	741.095	94.8592	0.271573
ChrUn.fgenesh.mRNA.54	324	129.095	12	0.197221
ChrUn.fgenesh.mRNA.55	3339	3144.09	950.312	0.641287
ChrUn.fgenesh.mRNA.56	624	429.095	0	0
ChrUn.fgenesh.mRNA.57	2211	2016.09	128.811	0.135558
ChrUn.fgenesh.mRNA.58	390	195.095	11	0.119627
ChrUn.fgenesh.mRNA.59	1758	1563.09	183	0.248398
ChrUn.fgenesh.mRNA.6	804	609.095	0	0
ChrUn.fgenesh.mRNA.60	951	756.095	12	0.0336734
ChrUn.fgenesh.mRNA.61	126	126	0	0
ChrUn.fgenesh.mRNA.62	1149	954.095	5	0.0111189
ChrUn.fgenesh.mRNA.63	1752	1557.09	62	0.0844808
ChrUn.fgenesh.mRNA.64	531	336.095	0	0
ChrUn.fgenesh.mRNA.65	282	87.0948	0	0
ChrUn.fgenesh.mRNA.66	231	36.0948	0	0
ChrUn.fgenesh.mRNA.67	303	108.095	0	0
ChrUn.fgenesh.mRNA.68	177	177	95.5	1.14475
ChrUn.fgenesh.mRNA.69	897	702.095	0.823331	0.00248806
ChrUn.fgenesh.mRNA.7	3003	2808.09	10	0.00755562
ChrUn.fgenesh.mRNA.70	1617	1422.09	0	0
ChrUn.fgenesh.mRNA.71	231	36.0948	0	0
ChrUn.fgenesh.mRNA.72	303	108.095	0	0
ChrUn.fgenesh.mRNA.73	177	177	95.5	1.14475
ChrUn.fgenesh.mRNA.74	897	702.095	0.823331	0.00248806
ChrUn.fgenesh.mRNA.75	4635	4440.09	647.873	0.309585
ChrUn.fgenesh.mRNA.76	2145	1950.09	3018	3.28356
ChrUn.fgenesh.mRNA.77	267	72.0948	0	0
ChrUn.fgenesh.mRNA.78	432	237.095	1	0.00894869
ChrUn.fgenesh.mRNA.79	720	525.095	319.055	1.28917
ChrUn.fgenesh.mRNA.8	2316	2121.09	120.136	0.12017
ChrUn.fgenesh.mRNA.80	5409	5214.09	12	0.00488297
ChrUn.fgenesh.mRNA.81	132	132	0	0
ChrUn.fgenesh.mRNA.82	1488	1293.09	3	0.00492235
ChrUn.fgenesh.mRNA.83	1761	1566.09	2497	3.38284
ChrUn.fgenesh.mRNA.84	432	237.095	0	0
ChrUn.fgenesh.mRNA.85	3369	3174.09	3897	2.60491
ChrUn.fgenesh.mRNA.86	1401	1206.09	179.62	0.315976
ChrUn.fgenesh.mRNA.87	198	3.0948	0	0
ChrUn.fgenesh.mRNA.88	5379	5184.09	184.468	0.0754971
ChrUn.fgenesh.mRNA.89	3474	3279.09	263.516	0.170504
ChrUn.fgenesh.mRNA.9	432	237.095	153	1.36915
ChrUn.fgenesh.mRNA.90	1038	843.095	0	0
ChrUn.fgenesh.mRNA.91	333	138.095	0	0
ChrUn.fgenesh.mRNA.92	648	453.095	13.7049	0.0641755
ChrUn.fgenesh.mRNA.93	510	315.095	0	0
ChrUn.fgenesh.mRNA.94	312	117.095	0	0
ChrUn.fgenesh.mRNA.95	2097	1902.09	90.6788	0.101148
ChrUn.fgenesh.mRNA.96	1017	822.095	4790	12.3622
LOC_Os10g01030.1	693	498.095	0	0
LOC_Os10g01044.1	1849	1654.09	3885	4.98324
LOC_Os10g01060.1	2777	2582.09	494	0.405916
LOC_Os10g01070.1	327	132.095	0	0
LOC_Os10g01080.1	1287	1092.09	3870.7	7.51988
LOC_Os10g01100.1	2949	2754.09	885	0.681783
LOC_Os10g01110.1	2015	1820.09	1698.98	1.9805
LOC_Os10g01134.1	1655	1460.09	2820	4.09779
LOC_Os10g01150.1	174	174	0	0
LOC_Os10g01240.1	524	329.095	2	0.0128941
LOC_Os10g01250.1	258	63.0948	0	0
LOC_Os10g01290.1	1675	1480.09	947	1.35751
LOC_Os10g01340.1	692	497.095	0	0
LOC_Os10g01380.1	1245	1050.09	3.00268	0.00606683
LOC_Os10g01390.1	948	753.095	0	0
LOC_Os10g01400.1	303	108.095	0	0
LOC_Os10g01410.1	870	675.095	0	0
LOC_Os10g01420.1	267	72.0948	0	0
LOC_Os10g01430.1	489	294.095	0	0
LOC_Os10g01460.1	414	219.095	1	0.00968388
LOC_Os10g01470.1	1450	1255.09	4259	7.19967
LOC_Os10g01480.1	1735	1540.09	2436	3.35592
LOC_Os10g01490.1	207	12.0948	0	0
LOC_Os10g01500.1	174	174	2	0.0243872
LOC_Os10g01530.1	1200	1005.09	0	0
LOC_Os10g01540.1	1829	1634.09	149	0.19346
LOC_Os10g01560.1	2406	2211.09	11	0.0105552
LOC_Os10g01570.1	1600	1405.09	2	0.00301999
LOC_Os10g01580.1	759	564.095	0	0
LOC_Os10g01610.1	3893	3698.09	4660	2.67356
LOC_Os10g01620.1	189	189	0	0
LOC_Os10g01640.1	1404	1209.09	0	0
LOC_Os10g01650.1	1607	1412.09	0	0
LOC_Os10g01660.1	1633	1438.09	5	0.00737673
LOC_Os10g01670.1	243	48.0948	0	0
LOC_Os10g01680.1	1491	1296.09	5.16233	0.00845066
LOC_Os10g01690.1	1305	1110.09	0	0
LOC_Os10g01700.1	744	549.095	0	0
LOC_Os10g01710.1	198	3.0948	0	0
LOC_Os10g01720.1	1527	1332.09	1	0.00159275
LOC_Os10g01730.1	567	372.095	0	0
LOC_Os10g01740.1	232	37.0948	0	0
LOC_Os10g01760.1	534	339.095	0	0
LOC_Os10g01800.1	1185	990.095	0	0
LOC_Os10g01810.1	153	153	0	0
LOC_Os10g01820.1	3974	3779.09	50.0369	0.0280921
LOC_Os10g01830.1	642	447.095	121	0.574205
LOC_Os10g01840.1	531	336.095	0	0
LOC_Os10g01844.1	661	466.095	24.0564	0.109506
LOC_Os10g01920.1	1530	1335.09	0	0
LOC_Os10g01930.1	1520	1325.09	0	0
LOC_Os10g02000.1	1143	948.095	0	0
LOC_Os10g02020.1	438	243.095	0	0
LOC_Os10g02040.2	1591	1396.09	47.1268	0.07162
LOC_Os10g02050.1	288	93.0948	0	0
LOC_Os10g02070.1	1285	1090.09	24	0.046712
LOC_Os10g02080.1	1551	1356.09	0	0
LOC_Os10g02100.1	1965	1770.09	7	0.00839041
LOC_Os10g02140.1	312	117.095	0	0
LOC_Os10g02210.1	1771	1576.09	133	0.17904
LOC_Os10g02220.4	2083	1888.09	4066	4.56904
LOC_Os10g02230.1	708	513.095	0	0
LOC_Os10g02240.1	2189	1994.09	3920	4.17082
LOC_Os10g02250.1	2382	2187.09	3	0.00291028
LOC_Os10g02260.1	2271	2076.09	1308	1.33673
LOC_Os10g02270.1	789	594.095	0	0
LOC_Os10g02276.1	954	759.095	0	0
LOC_Os10g02284.1	1542	1347.09	0	0
LOC_Os10g02300.3	902	707.095	3694	11.0841
LOC_Os10g02330.1	384	189.095	0	0
LOC_Os10g02340.1	1671	1476.09	341	0.490142
LOC_Os10g02350.1	2233	2038.09	1096	1.14095
LOC_Os10g02360.1	2263	2068.09	855	0.877157
LOC_Os10g02380.1	1234	1039.09	1029.45	2.102
LOC_Os10g02410.1	219	24.0948	0	0
LOC_Os10g02470.1	435	240.095	0	0
LOC_Os10g02480.1	1314	1119.09	10239	19.4121
LOC_Os10g02490.2	1794	1599.09	521.983	0.69257
LOC_Os10g02500.1	3948	3753.09	7.01709	0.00396688
LOC_Os10g02509.1	1035	840.095	0	0
LOC_Os10g02584.3	1606	1411.09	2380.83	3.57976
LOC_Os10g02610.1	234	39.0948	6	0.325622
LOC_Os10g02620.1	1525	1330.09	39.1716	0.0624841
LOC_Os10g02625.1	315	120.095	0	0
LOC_Os10g02640.1	813	618.095	51	0.175064
LOC_Os10g02644.1	210	15.0948	0	0
LOC_Os10g02650.1	2850	2655.09	154	0.123062
LOC_Os10g02670.1	1041	846.095	2	0.00501525
LOC_Os10g02680.1	270	75.0948	0	0
LOC_Os10g02690.1	957	762.095	0	0
LOC_Os10g02720.1	2371	2176.09	0	0
LOC_Os10g02750.1	1232	1037.09	2	0.0040916
LOC_Os10g02760.1	2365	2170.09	600	0.586616
LOC_Os10g02770.1	1670	1475.09	69	0.0992455
LOC_Os10g02780.1	699	504.095	0	0
LOC_Os10g02800.1	732	537.095	0	0
LOC_Os10g02814.1	1676	1481.09	30	0.0429754
LOC_Os10g02830.1	261	66.0948	0	0
LOC_Os10g02840.1	1289	1094.09	0	0
LOC_Os10g02870.1	246	51.0948	0	0
LOC_Os10g02880.1	1487	1292.09	28	0.0459775
LOC_Os10g02890.1	243	48.0948	0	0
LOC_Os10g02900.1	390	195.095	0	0
LOC_Os10g02920.1	843	648.095	405	1.32586
LOC_Os10g02970.1	724	529.095	17	0.0681706
LOC_Os10g02980.1	1804	1609.09	5094	6.71675
LOC_Os10g02990.1	1887	1692.09	579	0.725998
LOC_Os10g03050.1	1185	990.095	45	0.0964311
LOC_Os10g03100.1	2532	2337.09	0	0
LOC_Os10g03210.1	891	696.095	0	0
LOC_Os10g03230.1	648	453.095	36	0.168576
LOC_Os10g03260.1	399	204.095	0	0
LOC_Os10g03270.1	270	75.0948	9	0.254281
LOC_Os10g03280.1	177	177	2	0.0239739
LOC_Os10g03290.1	366	171.095	0	0
