target_id	length	eff_length	est_counts	tpm
ChrUn.fgenesh.mRNA.1	321	130.963	1	0.46049
ChrUn.fgenesh.mRNA.10	2400	2209.96	1	0.0272887
ChrUn.fgenesh.mRNA.11	3456	3265.96	1	0.0184653
ChrUn.fgenesh.mRNA.12	5379	5188.96	4.1301	0.0480008
ChrUn.fgenesh.mRNA.13	645	454.963	0	0
ChrUn.fgenesh.mRNA.14	447	256.963	0	0
ChrUn.fgenesh.mRNA.15	5274	5083.96	0	0
ChrUn.fgenesh.mRNA.16	4095	3904.96	4	0.0617748
ChrUn.fgenesh.mRNA.17	558	367.963	0	0
ChrUn.fgenesh.mRNA.18	354	163.963	4	1.47124
ChrUn.fgenesh.mRNA.19	1608	1417.96	6	0.255185
ChrUn.fgenesh.mRNA.2	1113	922.963	1	0.0653407
ChrUn.fgenesh.mRNA.20	1803	1612.96	0	0
ChrUn.fgenesh.mRNA.21	2181	1990.96	0	0
ChrUn.fgenesh.mRNA.22	540	349.963	0	0
ChrUn.fgenesh.mRNA.23	2592	2401.96	0	0
ChrUn.fgenesh.mRNA.24	1062	871.963	0	0
ChrUn.fgenesh.mRNA.25	441	250.963	0	0
ChrUn.fgenesh.mRNA.26	2763	2572.96	1	0.0234388
ChrUn.fgenesh.mRNA.27	3765	3574.96	2	0.0337386
ChrUn.fgenesh.mRNA.28	1491	1300.96	0	0
ChrUn.fgenesh.mRNA.29	2769	2578.96	0	0
ChrUn.fgenesh.mRNA.3	1455	1264.96	1	0.047675
ChrUn.fgenesh.mRNA.30	1323	1132.96	2	0.106459
ChrUn.fgenesh.mRNA.31	5544	5353.96	4	0.045056
ChrUn.fgenesh.mRNA.32	1515	1324.96	1	0.0455161
ChrUn.fgenesh.mRNA.33	438	247.963	0	0
ChrUn.fgenesh.mRNA.34	1080	889.963	0	0
ChrUn.fgenesh.mRNA.35	204	13.9628	0	0
ChrUn.fgenesh.mRNA.36	2337	2146.96	0	0
ChrUn.fgenesh.mRNA.37	780	589.963	0	0
ChrUn.fgenesh.mRNA.38	291	100.963	2	1.19464
ChrUn.fgenesh.mRNA.39	405	214.963	0	0
ChrUn.fgenesh.mRNA.4	840	649.963	0	0
ChrUn.fgenesh.mRNA.40	303	112.963	0	0
ChrUn.fgenesh.mRNA.41	279	88.9628	0	0
ChrUn.fgenesh.mRNA.42	2199	2008.96	4	0.120076
ChrUn.fgenesh.mRNA.43	1209	1018.96	2	0.11837
ChrUn.fgenesh.mRNA.44	390	199.963	0	0
ChrUn.fgenesh.mRNA.45	1392	1201.96	21.0228	1.0548
ChrUn.fgenesh.mRNA.46	1497	1306.96	3.09884	0.142989
ChrUn.fgenesh.mRNA.47	1116	925.963	0	0
ChrUn.fgenesh.mRNA.48	888	697.963	4.40083	0.380251
ChrUn.fgenesh.mRNA.49	2007	1816.96	0	0
ChrUn.fgenesh.mRNA.5	1746	1555.96	0	0
ChrUn.fgenesh.mRNA.50	183	183	0	0
ChrUn.fgenesh.mRNA.51	5313	5122.96	9	0.105947
ChrUn.fgenesh.mRNA.52	3678	3487.96	2	0.0345801
ChrUn.fgenesh.mRNA.53	936	745.963	0	0
ChrUn.fgenesh.mRNA.54	324	133.963	0	0
ChrUn.fgenesh.mRNA.55	3339	3148.96	15	0.287271
ChrUn.fgenesh.mRNA.56	624	433.963	0	0
ChrUn.fgenesh.mRNA.57	2211	2020.96	0	0
ChrUn.fgenesh.mRNA.58	390	199.963	0	0
ChrUn.fgenesh.mRNA.59	1758	1567.96	0	0
ChrUn.fgenesh.mRNA.6	804	613.963	0	0
ChrUn.fgenesh.mRNA.60	951	760.963	0	0
ChrUn.fgenesh.mRNA.61	126	126	0	0
ChrUn.fgenesh.mRNA.62	1149	958.963	0	0
ChrUn.fgenesh.mRNA.63	1752	1561.96	0	0
ChrUn.fgenesh.mRNA.64	531	340.963	0	0
ChrUn.fgenesh.mRNA.65	282	91.9628	0	0
ChrUn.fgenesh.mRNA.66	231	40.9628	0	0
ChrUn.fgenesh.mRNA.67	303	112.963	0	0
ChrUn.fgenesh.mRNA.68	177	177	2	0.681436
ChrUn.fgenesh.mRNA.69	897	706.963	0	0
ChrUn.fgenesh.mRNA.7	3003	2812.96	2.61894	0.0561474
ChrUn.fgenesh.mRNA.70	1617	1426.96	0	0
ChrUn.fgenesh.mRNA.71	231	40.9628	0	0
ChrUn.fgenesh.mRNA.72	303	112.963	0	0
ChrUn.fgenesh.mRNA.73	177	177	2	0.681436
ChrUn.fgenesh.mRNA.74	897	706.963	0	0
ChrUn.fgenesh.mRNA.75	4635	4444.96	0	0
ChrUn.fgenesh.mRNA.76	2145	1954.96	66	2.03598
ChrUn.fgenesh.mRNA.77	267	76.9628	0	0
ChrUn.fgenesh.mRNA.78	432	241.963	0	0
ChrUn.fgenesh.mRNA.79	720	529.963	0	0
ChrUn.fgenesh.mRNA.8	2316	2125.96	3	0.0851009
ChrUn.fgenesh.mRNA.80	5409	5218.96	1	0.0115554
ChrUn.fgenesh.mRNA.81	132	132	0	0
ChrUn.fgenesh.mRNA.82	1488	1297.96	0	0
ChrUn.fgenesh.mRNA.83	1761	1570.96	73	2.80237
ChrUn.fgenesh.mRNA.84	432	241.963	5.81152	1.44847
ChrUn.fgenesh.mRNA.85	3369	3178.96	211	4.00281
ChrUn.fgenesh.mRNA.86	1401	1210.96	1	0.0498009
ChrUn.fgenesh.mRNA.87	198	7.9628	0	0
ChrUn.fgenesh.mRNA.88	5379	5188.96	9	0.1046
