target_id	length	eff_length	est_counts	tpm
ChrUn.fgenesh.mRNA.1	321	133.313	4	0.24057
ChrUn.fgenesh.mRNA.10	2400	2212.31	30	0.108725
ChrUn.fgenesh.mRNA.11	3456	3268.31	68	0.166817
ChrUn.fgenesh.mRNA.12	5379	5191.31	31.0477	0.0479519
ChrUn.fgenesh.mRNA.13	645	457.313	13	0.227921
ChrUn.fgenesh.mRNA.14	447	259.313	41	1.26769
ChrUn.fgenesh.mRNA.15	5274	5086.31	23.0798	0.0363818
ChrUn.fgenesh.mRNA.16	4095	3907.31	51.3938	0.10546
ChrUn.fgenesh.mRNA.17	558	370.313	74	1.6022
ChrUn.fgenesh.mRNA.18	354	166.313	0	0
ChrUn.fgenesh.mRNA.19	1608	1420.31	23.6194	0.133334
ChrUn.fgenesh.mRNA.2	1113	925.313	3	0.0259948
ChrUn.fgenesh.mRNA.20	1803	1615.31	928	4.60623
ChrUn.fgenesh.mRNA.21	2181	1993.31	124.976	0.502698
ChrUn.fgenesh.mRNA.22	540	352.313	0	0
ChrUn.fgenesh.mRNA.23	2592	2404.31	0	0
ChrUn.fgenesh.mRNA.24	1062	874.313	13	0.119215
ChrUn.fgenesh.mRNA.25	441	253.313	49	1.55093
ChrUn.fgenesh.mRNA.26	2763	2575.31	0	0
ChrUn.fgenesh.mRNA.27	3765	3577.31	19.0119	0.0426112
ChrUn.fgenesh.mRNA.28	1491	1303.31	0	0
ChrUn.fgenesh.mRNA.29	2769	2581.31	0	0
ChrUn.fgenesh.mRNA.3	1455	1267.31	2	0.0126532
ChrUn.fgenesh.mRNA.30	1323	1135.31	46.7195	0.329942
ChrUn.fgenesh.mRNA.31	5544	5356.31	35	0.052391
ChrUn.fgenesh.mRNA.32	1515	1327.31	4	0.0241624
ChrUn.fgenesh.mRNA.33	438	250.313	3	0.0960931
ChrUn.fgenesh.mRNA.34	1080	892.313	36	0.323474
ChrUn.fgenesh.mRNA.35	204	16.3129	0	0
ChrUn.fgenesh.mRNA.36	2337	2149.31	0	0
ChrUn.fgenesh.mRNA.37	780	592.313	0	0
ChrUn.fgenesh.mRNA.38	291	103.313	10	0.776068
