target_id	length	eff_length	est_counts	tpm
ChrUn.fgenesh.mRNA.1	321	128.715	4	0.565161
ChrUn.fgenesh.mRNA.10	2400	2207.72	30	0.247127
ChrUn.fgenesh.mRNA.11	3456	3263.72	20	0.111445
ChrUn.fgenesh.mRNA.12	5379	5186.72	0	0
ChrUn.fgenesh.mRNA.13	645	452.715	8.73629	0.350949
ChrUn.fgenesh.mRNA.14	447	254.715	5	0.356991
ChrUn.fgenesh.mRNA.15	5274	5081.72	0	0
ChrUn.fgenesh.mRNA.16	4095	3902.72	10	0.0465988
ChrUn.fgenesh.mRNA.17	558	365.715	2	0.0994555
ChrUn.fgenesh.mRNA.18	354	161.715	36.6696	4.1238
ChrUn.fgenesh.mRNA.19	1608	1415.72	0	0
ChrUn.fgenesh.mRNA.2	1113	920.715	1	0.0197523
ChrUn.fgenesh.mRNA.20	1803	1610.72	17	0.191943
ChrUn.fgenesh.mRNA.21	2181	1988.72	2.56023	0.0234125
ChrUn.fgenesh.mRNA.22	540	347.715	0	0
ChrUn.fgenesh.mRNA.23	2592	2399.72	0	0
ChrUn.fgenesh.mRNA.24	1062	869.715	0	0
ChrUn.fgenesh.mRNA.25	441	248.715	0	0
ChrUn.fgenesh.mRNA.26	2763	2570.72	1	0.00707437
ChrUn.fgenesh.mRNA.27	3765	3572.72	3	0.0152709
ChrUn.fgenesh.mRNA.28	1491	1298.72	3	0.0420097
ChrUn.fgenesh.mRNA.29	2769	2576.72	0	0
ChrUn.fgenesh.mRNA.3	1455	1262.72	4	0.0576098
ChrUn.fgenesh.mRNA.30	1323	1130.72	0	0
ChrUn.fgenesh.mRNA.31	5544	5351.72	139.446	0.473867
ChrUn.fgenesh.mRNA.32	1515	1322.72	0	0
ChrUn.fgenesh.mRNA.33	438	245.715	0	0
ChrUn.fgenesh.mRNA.34	1080	887.715	3	0.0614596
ChrUn.fgenesh.mRNA.35	204	11.7152	0	0
ChrUn.fgenesh.mRNA.36	2337	2144.72	5	0.0423977
ChrUn.fgenesh.mRNA.37	780	587.715	1	0.0309439
ChrUn.fgenesh.mRNA.38	291	98.7152	1	0.184229
ChrUn.fgenesh.mRNA.39	405	212.715	0	0
ChrUn.fgenesh.mRNA.4	840	647.715	3	0.0842324
ChrUn.fgenesh.mRNA.40	303	110.715	5	0.821305
ChrUn.fgenesh.mRNA.41	279	86.7152	0	0
ChrUn.fgenesh.mRNA.42	2199	2006.72	7	0.0634387
ChrUn.fgenesh.mRNA.43	1209	1016.72	1	0.0178872
ChrUn.fgenesh.mRNA.44	390	197.715	0	0
