target_id	length	eff_length	est_counts	tpm
ChrUn.fgenesh.mRNA.1	321	145.077	44	1.29411
ChrUn.fgenesh.mRNA.10	2400	2224.08	41	0.0786598
ChrUn.fgenesh.mRNA.11	3456	3280.08	81.0431	0.105427
ChrUn.fgenesh.mRNA.12	5379	5203.08	110.386	0.0905259
ChrUn.fgenesh.mRNA.13	645	469.077	11.3428	0.10318
ChrUn.fgenesh.mRNA.14	447	271.077	49	0.771298
ChrUn.fgenesh.mRNA.15	5274	5098.08	41.8387	0.0350179
ChrUn.fgenesh.mRNA.16	4095	3919.08	72.9642	0.079441
ChrUn.fgenesh.mRNA.17	558	382.077	32	0.35737
ChrUn.fgenesh.mRNA.18	354	178.077	0	0
ChrUn.fgenesh.mRNA.19	1608	1432.08	44.6946	0.13317
ChrUn.fgenesh.mRNA.2	1113	937.077	2	0.00910696
ChrUn.fgenesh.mRNA.20	1803	1627.08	703	1.8436
ChrUn.fgenesh.mRNA.21	2181	2005.08	145.059	0.308697
ChrUn.fgenesh.mRNA.22	540	364.077	0	0
ChrUn.fgenesh.mRNA.23	2592	2416.08	1	0.00176607
ChrUn.fgenesh.mRNA.24	1062	886.077	55	0.264856
ChrUn.fgenesh.mRNA.25	441	265.077	45	0.724368
ChrUn.fgenesh.mRNA.26	2763	2587.08	0	0
ChrUn.fgenesh.mRNA.27	3765	3589.08	16.0063	0.0190294
ChrUn.fgenesh.mRNA.28	1491	1315.08	0	0
ChrUn.fgenesh.mRNA.29	2769	2593.08	1	0.00164552
ChrUn.fgenesh.mRNA.3	1455	1279.08	5	0.0166799
ChrUn.fgenesh.mRNA.30	1323	1147.08	7.19446	0.0267624
ChrUn.fgenesh.mRNA.31	5544	5368.08	231.586	0.184082
ChrUn.fgenesh.mRNA.32	1515	1339.08	22	0.0701029
ChrUn.fgenesh.mRNA.33	438	262.077	173	2.81667
ChrUn.fgenesh.mRNA.34	1080	904.077	231	1.09025
ChrUn.fgenesh.mRNA.35	204	28.0771	52	7.9026
ChrUn.fgenesh.mRNA.36	2337	2161.08	1	0.00197446
ChrUn.fgenesh.mRNA.37	780	604.077	3	0.0211908
ChrUn.fgenesh.mRNA.38	291	115.077	16	0.593267
ChrUn.fgenesh.mRNA.39	405	229.077	0	0
ChrUn.fgenesh.mRNA.4	840	664.077	5	0.032127
ChrUn.fgenesh.mRNA.40	303	127.077	0	0
ChrUn.fgenesh.mRNA.41	279	103.077	437	18.09
ChrUn.fgenesh.mRNA.42	2199	2023.08	19	0.0400738
ChrUn.fgenesh.mRNA.43	1209	1033.08	3	0.012391
ChrUn.fgenesh.mRNA.44	390	214.077	1	0.0199319
ChrUn.fgenesh.mRNA.45	1392	1216.08	1583.05	5.5546
ChrUn.fgenesh.mRNA.46	1497	1321.08	386.966	1.24987
ChrUn.fgenesh.mRNA.47	1116	940.077	44	0.199714
ChrUn.fgenesh.mRNA.48	888	712.077	111.447	0.667822
ChrUn.fgenesh.mRNA.49	2007	1831.08	22	0.0512667
ChrUn.fgenesh.mRNA.5	1746	1570.08	3	0.00815303
ChrUn.fgenesh.mRNA.50	183	7.0771	5	3.01463
ChrUn.fgenesh.mRNA.51	5313	5137.08	157	0.130407
ChrUn.fgenesh.mRNA.52	3678	3502.08	153.652	0.187211
ChrUn.fgenesh.mRNA.53	936	760.077	66.647	0.374147
ChrUn.fgenesh.mRNA.54	324	148.077	10	0.288158
ChrUn.fgenesh.mRNA.55	3339	3163.08	669.17	0.902705
ChrUn.fgenesh.mRNA.56	624	448.077	1	0.00952283
ChrUn.fgenesh.mRNA.57	2211	2035.08	32	0.0670947
ChrUn.fgenesh.mRNA.58	390	214.077	243.858	4.86056
ChrUn.fgenesh.mRNA.59	1758	1582.08	31	0.083609
ChrUn.fgenesh.mRNA.6	804	628.077	2	0.0135874
ChrUn.fgenesh.mRNA.60	951	775.077	11	0.0605573
ChrUn.fgenesh.mRNA.61	126	126	0	0
ChrUn.fgenesh.mRNA.62	1149	973.077	628.86	2.75756
ChrUn.fgenesh.mRNA.63	1752	1576.08	104	0.281562
ChrUn.fgenesh.mRNA.64	531	355.077	1	0.012017
ChrUn.fgenesh.mRNA.65	282	106.077	0	0
ChrUn.fgenesh.mRNA.66	231	55.0771	0	0
ChrUn.fgenesh.mRNA.67	303	127.077	0	0
ChrUn.fgenesh.mRNA.68	177	1.0771	147.5	584.326
ChrUn.fgenesh.mRNA.69	897	721.077	0	0
ChrUn.fgenesh.mRNA.7	3003	2827.08	13	0.0196212
ChrUn.fgenesh.mRNA.70	1617	1441.08	0	0
ChrUn.fgenesh.mRNA.71	231	55.0771	0	0
ChrUn.fgenesh.mRNA.72	303	127.077	0	0
ChrUn.fgenesh.mRNA.73	177	1.0771	147.5	584.326
ChrUn.fgenesh.mRNA.74	897	721.077	0	0
ChrUn.fgenesh.mRNA.75	4635	4459.08	346.176	0.331261
ChrUn.fgenesh.mRNA.76	2145	1969.08	6962	15.0866
ChrUn.fgenesh.mRNA.77	267	91.0771	0	0
ChrUn.fgenesh.mRNA.78	432	256.077	1	0.0166628
ChrUn.fgenesh.mRNA.79	720	544.077	1046.19	8.20485
ChrUn.fgenesh.mRNA.8	2316	2140.08	84.0153	0.167513
ChrUn.fgenesh.mRNA.80	5409	5233.08	14	0.0114154
ChrUn.fgenesh.mRNA.81	132	132	0	0
ChrUn.fgenesh.mRNA.82	1488	1312.08	1	0.00325207
ChrUn.fgenesh.mRNA.83	1761	1585.08	4208	11.3278
ChrUn.fgenesh.mRNA.84	432	256.077	1.00796	0.0167954
ChrUn.fgenesh.mRNA.85	3369	3193.08	14273	19.0733
ChrUn.fgenesh.mRNA.86	1401	1225.08	338.549	1.17917
ChrUn.fgenesh.mRNA.87	198	22.0771	0	0
ChrUn.fgenesh.mRNA.88	5379	5203.08	195.35	0.160204
ChrUn.fgenesh.mRNA.89	3474	3298.08	305.764	0.395589
ChrUn.fgenesh.mRNA.9	432	256.077	95	1.58297
ChrUn.fgenesh.mRNA.90	1038	862.077	0	0
