target_id	length	eff_length	est_counts	tpm
ChrUn.fgenesh.mRNA.1	321	141.918	73	1.85955
ChrUn.fgenesh.mRNA.10	2400	2220.92	131.117	0.213426
ChrUn.fgenesh.mRNA.11	3456	3276.92	157.946	0.174247
ChrUn.fgenesh.mRNA.12	5379	5199.92	872.446	0.606547
ChrUn.fgenesh.mRNA.13	645	465.918	11.3111	0.0877645
ChrUn.fgenesh.mRNA.14	447	267.918	159	2.14545
ChrUn.fgenesh.mRNA.15	5274	5094.92	33.8123	0.0239916
ChrUn.fgenesh.mRNA.16	4095	3915.92	106.42	0.0982456
ChrUn.fgenesh.mRNA.17	558	378.918	166	1.58375
ChrUn.fgenesh.mRNA.18	354	174.918	0	0
ChrUn.fgenesh.mRNA.19	1608	1428.92	10.6578	0.0269638
ChrUn.fgenesh.mRNA.2	1113	933.918	11	0.0425801
ChrUn.fgenesh.mRNA.20	1803	1623.92	215	0.478627
ChrUn.fgenesh.mRNA.21	2181	2001.92	51.0971	0.0922726
ChrUn.fgenesh.mRNA.22	540	360.918	0	0
ChrUn.fgenesh.mRNA.23	2592	2412.92	0	0
ChrUn.fgenesh.mRNA.24	1062	882.918	7	0.0286616
ChrUn.fgenesh.mRNA.25	441	261.918	0	0
ChrUn.fgenesh.mRNA.26	2763	2583.92	17.5243	0.0245179
ChrUn.fgenesh.mRNA.27	3765	3585.92	12.0253	0.0121232
ChrUn.fgenesh.mRNA.28	1491	1311.92	0	0
ChrUn.fgenesh.mRNA.29	2769	2589.92	261	0.364315
ChrUn.fgenesh.mRNA.3	1455	1275.92	21	0.0595003
ChrUn.fgenesh.mRNA.30	1323	1143.92	4.00748	0.0126648
ChrUn.fgenesh.mRNA.31	5544	5364.92	99.9175	0.0673289
ChrUn.fgenesh.mRNA.32	1515	1335.92	111	0.300376
ChrUn.fgenesh.mRNA.33	438	258.918	112	1.56379
ChrUn.fgenesh.mRNA.34	1080	900.918	21	0.0842668
ChrUn.fgenesh.mRNA.35	204	24.9181	0	0
ChrUn.fgenesh.mRNA.36	2337	2157.92	2	0.00335056
ChrUn.fgenesh.mRNA.37	780	600.918	3	0.018048
ChrUn.fgenesh.mRNA.38	291	111.918	129	4.16689
ChrUn.fgenesh.mRNA.39	405	225.918	0	0
ChrUn.fgenesh.mRNA.4	840	660.918	3	0.0164095
ChrUn.fgenesh.mRNA.40	303	123.918	0	0
ChrUn.fgenesh.mRNA.41	279	99.9181	2	0.0723617
ChrUn.fgenesh.mRNA.42	2199	2019.92	28	0.0501126
ChrUn.fgenesh.mRNA.43	1209	1029.92	9	0.0315909
ChrUn.fgenesh.mRNA.44	390	210.918	0	0
ChrUn.fgenesh.mRNA.45	1392	1212.92	1280.57	3.81675
ChrUn.fgenesh.mRNA.46	1497	1317.92	183.576	0.50356
ChrUn.fgenesh.mRNA.47	1116	936.918	4	0.0154341
ChrUn.fgenesh.mRNA.48	888	708.918	71.0719	0.36243
ChrUn.fgenesh.mRNA.49	2007	1827.92	1	0.00197773
ChrUn.fgenesh.mRNA.5	1746	1566.92	6	0.0138429
ChrUn.fgenesh.mRNA.50	183	3.9181	0	0
ChrUn.fgenesh.mRNA.51	5313	5133.92	199.509	0.140487
