target_id	length	eff_length	est_counts	tpm
ChrUn.fgenesh.mRNA.1	321	143.05	84	2.8491
ChrUn.fgenesh.mRNA.10	2400	2222.05	200	0.436711
ChrUn.fgenesh.mRNA.11	3456	3278.05	200.209	0.296337
ChrUn.fgenesh.mRNA.12	5379	5201.05	5.8608	0.00546743
ChrUn.fgenesh.mRNA.13	645	467.05	31.7353	0.329683
ChrUn.fgenesh.mRNA.14	447	269.05	44	0.793482
ChrUn.fgenesh.mRNA.15	5274	5096.05	19.215	0.0182947
ChrUn.fgenesh.mRNA.16	4095	3917.05	107.173	0.132753
ChrUn.fgenesh.mRNA.17	558	380.05	3	0.0382999
ChrUn.fgenesh.mRNA.18	354	176.05	7.64704	0.210753
ChrUn.fgenesh.mRNA.19	1608	1430.05	37.0753	0.125791
ChrUn.fgenesh.mRNA.2	1113	935.05	6	0.0311339
ChrUn.fgenesh.mRNA.20	1803	1625.05	12	0.0358288
ChrUn.fgenesh.mRNA.21	2181	2003.05	20.6135	0.0499318
ChrUn.fgenesh.mRNA.22	540	362.05	0	0
ChrUn.fgenesh.mRNA.23	2592	2414.05	1	0.00200989
ChrUn.fgenesh.mRNA.24	1062	884.05	0	0
ChrUn.fgenesh.mRNA.25	441	263.05	0	0
ChrUn.fgenesh.mRNA.26	2763	2585.05	5	0.00938466
ChrUn.fgenesh.mRNA.27	3765	3587.05	46.5312	0.0629397
ChrUn.fgenesh.mRNA.28	1491	1313.05	2	0.00739037
ChrUn.fgenesh.mRNA.29	2769	2591.05	1	0.00187259
ChrUn.fgenesh.mRNA.3	1455	1277.05	12	0.0455922
ChrUn.fgenesh.mRNA.30	1323	1145.05	1	0.00423734
ChrUn.fgenesh.mRNA.31	5544	5366.05	669.791	0.605623
ChrUn.fgenesh.mRNA.32	1515	1337.05	3	0.0108866
ChrUn.fgenesh.mRNA.33	438	260.05	0	0
ChrUn.fgenesh.mRNA.34	1080	902.05	15	0.0806823
ChrUn.fgenesh.mRNA.35	204	26.0502	82	15.2729
ChrUn.fgenesh.mRNA.36	2337	2159.05	5	0.0112363
ChrUn.fgenesh.mRNA.37	780	602.05	8	0.0644725
ChrUn.fgenesh.mRNA.38	291	113.05	4	0.171675
ChrUn.fgenesh.mRNA.39	405	227.05	0	0
ChrUn.fgenesh.mRNA.4	840	662.05	51	0.373763
ChrUn.fgenesh.mRNA.40	303	125.05	27	1.0476
ChrUn.fgenesh.mRNA.41	279	101.05	22	1.05634
ChrUn.fgenesh.mRNA.42	2199	2021.05	15	0.0360107
ChrUn.fgenesh.mRNA.43	1209	1031.05	3	0.0141175
ChrUn.fgenesh.mRNA.44	390	212.05	0	0
ChrUn.fgenesh.mRNA.45	1392	1214.05	479.11	1.91477
ChrUn.fgenesh.mRNA.46	1497	1319.05	293.257	1.07871
ChrUn.fgenesh.mRNA.47	1116	938.05	25	0.12931
ChrUn.fgenesh.mRNA.48	888	710.05	51.3996	0.351227
ChrUn.fgenesh.mRNA.49	2007	1829.05	0	0
ChrUn.fgenesh.mRNA.5	1746	1568.05	7	0.0216599
ChrUn.fgenesh.mRNA.50	183	5.0502	10	9.60747
ChrUn.fgenesh.mRNA.51	5313	5135.05	263.783	0.249241
ChrUn.fgenesh.mRNA.52	3678	3500.05	73.6815	0.102141
ChrUn.fgenesh.mRNA.53	936	758.05	22.3165	0.142839
ChrUn.fgenesh.mRNA.54	324	146.05	0	0
ChrUn.fgenesh.mRNA.55	3339	3161.05	254.675	0.390907
ChrUn.fgenesh.mRNA.56	624	446.05	0	0
ChrUn.fgenesh.mRNA.57	2211	2033.05	0	0
ChrUn.fgenesh.mRNA.58	390	212.05	0	0
ChrUn.fgenesh.mRNA.59	1758	1580.05	0	0
ChrUn.fgenesh.mRNA.6	804	626.05	0	0
ChrUn.fgenesh.mRNA.60	951	773.05	0	0
ChrUn.fgenesh.mRNA.61	126	126	0	0
ChrUn.fgenesh.mRNA.62	1149	971.05	0	0
ChrUn.fgenesh.mRNA.63	1752	1574.05	20	0.0616494
ChrUn.fgenesh.mRNA.64	531	353.05	0	0
ChrUn.fgenesh.mRNA.65	282	104.05	0	0
ChrUn.fgenesh.mRNA.66	231	53.0502	0	0
ChrUn.fgenesh.mRNA.67	303	125.05	0	0
ChrUn.fgenesh.mRNA.68	177	177	86	2.35745
ChrUn.fgenesh.mRNA.69	897	719.05	1.48621	0.0100286
ChrUn.fgenesh.mRNA.7	3003	2825.05	2	0.00343496
ChrUn.fgenesh.mRNA.70	1617	1439.05	0	0
ChrUn.fgenesh.mRNA.71	231	53.0502	0	0
ChrUn.fgenesh.mRNA.72	303	125.05	0	0
ChrUn.fgenesh.mRNA.73	177	177	86	2.35745
ChrUn.fgenesh.mRNA.74	897	719.05	1.48621	0.0100286
ChrUn.fgenesh.mRNA.75	4635	4457.05	11.3865	0.0123954
ChrUn.fgenesh.mRNA.76	2145	1967.05	3495	8.62083
ChrUn.fgenesh.mRNA.77	267	89.0502	0	0
ChrUn.fgenesh.mRNA.78	432	254.05	5	0.0954922
ChrUn.fgenesh.mRNA.79	720	542.05	0	0
ChrUn.fgenesh.mRNA.8	2316	2138.05	104	0.236011
ChrUn.fgenesh.mRNA.80	5409	5231.05	6	0.00556519
ChrUn.fgenesh.mRNA.81	132	132	0	0
ChrUn.fgenesh.mRNA.82	1488	1310.05	12	0.0444438
ChrUn.fgenesh.mRNA.83	1761	1583.05	2007	6.15135
ChrUn.fgenesh.mRNA.84	432	254.05	2.01137	0.0384141
ChrUn.fgenesh.mRNA.85	3369	3191.05	10813	16.4411
ChrUn.fgenesh.mRNA.86	1401	1223.05	89.9999	0.357039
ChrUn.fgenesh.mRNA.87	198	20.0502	1	0.241991
ChrUn.fgenesh.mRNA.88	5379	5201.05	351.676	0.328072
ChrUn.fgenesh.mRNA.89	3474	3296.05	145.955	0.214853
ChrUn.fgenesh.mRNA.9	432	254.05	48	0.916725
ChrUn.fgenesh.mRNA.90	1038	860.05	1	0.00564149
ChrUn.fgenesh.mRNA.91	333	155.05	0	0
ChrUn.fgenesh.mRNA.92	648	470.05	5.62448	0.0580571
ChrUn.fgenesh.mRNA.93	510	332.05	0.996958	0.0145677
ChrUn.fgenesh.mRNA.94	312	134.05	0	0
ChrUn.fgenesh.mRNA.95	2097	1919.05	0	0
ChrUn.fgenesh.mRNA.96	1017	839.05	14380	83.155
LOC_Os10g01030.1	693	515.05	0	0
LOC_Os10g01044.1	1849	1671.05	3812	11.0683
LOC_Os10g01060.1	2777	2599.05	556	1.03795
LOC_Os10g01070.1	327	149.05	0	0
LOC_Os10g01080.1	1287	1109.05	1473.2	6.44506
LOC_Os10g01100.1	2949	2771.05	907	1.58811
LOC_Os10g01110.1	2015	1837.05	4311	11.3861
LOC_Os10g01134.1	1655	1477.05	24602	80.8151
LOC_Os10g01150.1	174	174	0	0
LOC_Os10g01240.1	524	346.05	6	0.0841259
LOC_Os10g01250.1	258	80.0502	0	0
LOC_Os10g01290.1	1675	1497.05	1256	4.07072
LOC_Os10g01340.1	692	514.05	84	0.79285
LOC_Os10g01380.1	1245	1067.05	1321.41	6.00854
LOC_Os10g01390.1	948	770.05	0	0
LOC_Os10g01400.1	303	125.05	0	0
LOC_Os10g01410.1	870	692.05	1	0.007011
LOC_Os10g01420.1	267	89.0502	0	0
LOC_Os10g01430.1	489	311.05	0	0
LOC_Os10g01460.1	414	236.05	0	0
LOC_Os10g01470.1	1450	1272.05	801	3.05524
LOC_Os10g01480.1	1735	1557.05	2556	7.96482
LOC_Os10g01490.1	207	29.0502	0	0
LOC_Os10g01500.1	174	174	1	0.0278848
LOC_Os10g01530.1	1200	1022.05	1	0.00474728
LOC_Os10g01540.1	1829	1651.05	342	1.00504
LOC_Os10g01560.1	2406	2228.05	740	1.61148
LOC_Os10g01570.1	1600	1422.05	752	2.56579
LOC_Os10g01580.1	759	581.05	0	0
LOC_Os10g01610.1	3893	3715.05	8874	11.5897
