target_id	length	eff_length	est_counts	tpm
ChrUn.fgenesh.mRNA.1	321	158.328	0	0
ChrUn.fgenesh.mRNA.10	2400	2237.33	0	0
ChrUn.fgenesh.mRNA.11	3456	3293.33	8.83088	0.0164921
ChrUn.fgenesh.mRNA.12	5379	5216.33	0	0
ChrUn.fgenesh.mRNA.13	645	482.328	2	0.0255032
ChrUn.fgenesh.mRNA.14	447	284.328	43	0.930158
ChrUn.fgenesh.mRNA.15	5274	5111.33	0	0
ChrUn.fgenesh.mRNA.16	4095	3932.33	27.2472	0.0426167
ChrUn.fgenesh.mRNA.17	558	395.328	30	0.466736
ChrUn.fgenesh.mRNA.18	354	191.328	0	0
ChrUn.fgenesh.mRNA.19	1608	1445.33	5	0.021277
ChrUn.fgenesh.mRNA.2	1113	950.328	1	0.00647193
ChrUn.fgenesh.mRNA.20	1803	1640.33	362.595	1.35956
ChrUn.fgenesh.mRNA.21	2181	2018.33	99.5086	0.303233
ChrUn.fgenesh.mRNA.22	540	377.328	33220	541.488
ChrUn.fgenesh.mRNA.23	2592	2429.33	1157	2.92924
ChrUn.fgenesh.mRNA.24	1062	899.328	229	1.56612
ChrUn.fgenesh.mRNA.25	441	278.328	0	0
ChrUn.fgenesh.mRNA.26	2763	2600.33	2.67009	0.00631546
ChrUn.fgenesh.mRNA.27	3765	3602.33	0	0
ChrUn.fgenesh.mRNA.28	1491	1328.33	0	0
ChrUn.fgenesh.mRNA.29	2769	2606.33	0	0
ChrUn.fgenesh.mRNA.3	1455	1292.33	0	0
ChrUn.fgenesh.mRNA.30	1323	1160.33	0	0
ChrUn.fgenesh.mRNA.31	5544	5381.33	958.963	1.09602
ChrUn.fgenesh.mRNA.32	1515	1352.33	132	0.600343
ChrUn.fgenesh.mRNA.33	438	275.328	0	0
ChrUn.fgenesh.mRNA.34	1080	917.328	1	0.00670476
ChrUn.fgenesh.mRNA.35	204	41.3277	0	0
ChrUn.fgenesh.mRNA.36	2337	2174.33	0	0
ChrUn.fgenesh.mRNA.37	780	617.328	0	0
ChrUn.fgenesh.mRNA.38	291	128.328	2	0.0958555
ChrUn.fgenesh.mRNA.39	405	242.328	0	0
ChrUn.fgenesh.mRNA.4	840	677.328	0	0
ChrUn.fgenesh.mRNA.40	303	140.328	0	0
ChrUn.fgenesh.mRNA.41	279	116.328	0	0
ChrUn.fgenesh.mRNA.42	2199	2036.33	19	0.057387
ChrUn.fgenesh.mRNA.43	1209	1046.33	5	0.0293907
ChrUn.fgenesh.mRNA.44	390	227.328	0	0
ChrUn.fgenesh.mRNA.45	1392	1229.33	18.307	0.0915919
ChrUn.fgenesh.mRNA.46	1497	1334.33	177.753	0.819335
ChrUn.fgenesh.mRNA.47	1116	953.328	4	0.0258063
ChrUn.fgenesh.mRNA.48	888	725.328	6.11415	0.0518453
ChrUn.fgenesh.mRNA.49	2007	1844.33	1	0.0033348
ChrUn.fgenesh.mRNA.5	1746	1583.33	6	0.0233071
